text,date
"Thank you for doing that. I'm sorry I really want to hang out with you and climb, and I know yearbook Is overwhelming ",448956032
"don't worry about it we can hang out and climb this weekend, and I'm glad I could just get some stuff done today ",448956160
"Ya I feel that. ",448956160
"Just finished the faculty divider I think it looks cool. The pages u are making are looking awesome by the way!!!",448956160
"thanks did u see the music one? I'm kinda proud of the design but  we have almost no pictures ",448956288
"No let me see",448956288
"￼",448956288
"Faculty divider",448956288
"that's awesome ",448956416
"My computer keeps freezing ",448956416
"Send me a pic of music",448956416
"okay I'm trying but my computer is very slow ",448956416
"￼",448956771
"I emailed a bunch of ppl for more photos but idk if anyone has any ",448956773
"Oh that's super cool, but ya there could be more photos ",448956826
"Email the music teacher or something asking if they have more. I know there is one candids page with a music photo you could maybe steal",448956860
"yeah I emailed Scott and some jazz band ppl",448956913
Ok,448956928
"Good job :)",448956965
"￼",448956984
"￼my mom just yelled at me for going for a run at 10:30 ",448957164
"she was in a screaming mood today :( ",448957184
"Ugh gross",448957184
"😒yeah I know ",448957272
"Well fuck parents. I'm gonna run away forever any day now ",448957568
"haha good call. I could do without mine for a little while too",448957568
"Sneak out?",448957696
"you should. u have to practice your repelling ",448957952
"WHERE R CAL STUDIES PEOPLE",448989184
"OMG WE DONT START UNTIL 9:30",448989184
"￼",448993664
"￼",448993664
Yb,448999040
"￼",448999040
"SEND ME PHOTOS NOW",448999296
"￼￼￼",448999552
"￼￼",448999552
"￼￼￼￼",448999552
"SEND PICTURES TOOO",448999552
"￼",448999552
"￼",448999552
"don’t use flash",448999680
"look at the list ",448999680
"don’t take photos of every senior you see ",448999680
"take photos of the ones we need photos of",448999680
"The ones on the list. I KNOW",448999680
"￼",448999808
"no flash plzzzzzz",448999808
"￼",448999936
"￼",449000064
"￼",449000064
"￼",449000320
"￼",449001216
" omg!!!!!!!!",449001216
"hey do you know if we have camp in two weeks? ",449030333
"adding clouds into the puddles!",449031040
"awesome can i see it?!",449031408
"also i have ideas for book 2",449031412
"ya i’ll send u a pic",449031424
"also thinking that maybe the title could be something like this? ￼",449031443
"puddle like",449031444
"i have an idea too- whats yours?",449031424
idk,449031446
"also phoebe really wants to make it",449031453
"mines weird but it would be like a big guy in scuba suit with flag that said urban book 2 walking on ocean bottom ",449031472
"ya i know",449031476
"i feel bad about phoebe",449031489
"cause I want her to help",449031493
"but I also want this like digital consistency",449031500
"and idk what to do",449031506
"ohhh I like that idea. I had this idea that involved like pipes making this cool pattern and having water coming out of them and connecting to a big machine lol also weird",449031552
"I talked to phoebe about it",449031552
"idk i have this weird vision of a scuba guy, i like how we are doing these covers like out there and creative with cool colors and stuff",449031635
"also i wanna see urs!",449031641
"i basically told her that there needs to be cohesion between the covers so it should be drawn on illustrator but she seemed sad cause she really wants to do it, so i invited her to my house today after school and i was teaching her how to do it. i basically told her that if she wanted to do some drawing on it and wanted me to touch it up & help out i would do that",449031660
"thats awesome of you thanks so much for doing that! ",449031691
"wow you are way better person than me",449031696
lololol,449031680
"she just really wants to be photo editor next year, so i told her that if she wants to, she has to make yearbook a priority (and can’t do like homework during e2/3) and is gonna have a ton of responsibilities. and i told her that i think her creativity and organization is there but that she needs to learn how to use photoshop/illustrator/indesign better. ",449031767
"also, i still have a couple puddles but i made some of the edits u told me",449031784
"￼",449031787
"i really like the cloud thing",449031802
"ya i agree with u about phoebe. Ya i like the cloud thing too! can i make a couple of suggestions?",449031914
yaa,449031928
"I think it looks awesome btw and am very impressed with ur skills",449031930
"i think try making the cloud pictures lighter and more clearly photos, and maybe reducing the outlines on the puddles or making the outlines white or blue? Also maybe putting shadows next to the cars to give the page a little 3dness? ",449031991
"it looks super cool how’d u make it so fast? ",449032005
"how do u think i can make them look more clearly like photographs?",449032052
"also lol i just didn’t do any homework yesterday and worked on it from like 3-11",449032064
"are they photographs?",449032342
"the clouds?",449032320
"haha me too i haven’t not worked on yearbook for like the last 60 hours",449032357
"ya the clouds",449032359
"i feeeeel u",449032320
"i just took the clouds from google images lol",449032320
"i did the clipping mask thing u showed me and changed the opacity",449032320
"oh ok",449032408
"i was thinking this kinda thing",449032564
"￼",449032567
"good place to get photos is go to flickr",449032574
"then select commercial use allowed",449032580
"or like this",449032634
"￼",449032636
"￼",449032646
"or this",449032646
"hows dedication?",449032675
"Hey where's the drawing u made? Of the kid?",449032704
"In sever",449032829
"Its called pp742 ",449032832
"In dividers folder",449032832
"thanks! ",449032867
"i had this plane in but I’m gonna make the plane darker",449033984
"￼",449033984
"which do u like better",449034496
"￼￼",449034617
"Probably ",449034912
"i like that, what do you thin?",449035080
"maybe try making the plane at an angle, like diagonal, cause everything is right angles rn, and maybe putting shadows under the cars",449035105
"I'll add the shadows during e4 tomorrow I'm rlly tired rn and have homework. and ya I'll work on the plane too",449036841
"I like the blue lines better",449036864
"i’m not really sure what to write i feel like i should talk to teachers who have worked with him and stuff",449041216
"no its ok keep it simple",449041231
"like its his 25 year right?",449041240
"i think it should be one picture in the middle, drawing around the sides, then it says, “this book is dedication to Jonathan Howland, who has been a part of the Urban family for 25 years and who had made a difference in many lives, including my own” emily verdoia",449041310
"but i don’t feel like it should be me because like i’m close with him i guess but i’m not that close like i feel like we should get someone who really knows him and stuff",449041389
"shit its his 27th year!!!!!!!!",449041408
"employed since 1988",449041408
"hella long",449041496
"we don’t need a super long thing, dedicating the book to him is good enough. if you can by tomorrow get something short and sweet from one person do it, but otherwise its fine. how do you know its 27?",449041590
"i looked on the website and it says employed since: 1988",449041624
"like on his profile",449041628
"email kate to double check / or courtney ",449041638
"I just did",449041792
"￼what are these things that katie stayed in",449074048
"Haha those things are awesome. I ran into Amanda moore in j tree and she was staying in one. They are like these clay domes that trap the heat and are totally dark on the inside",449074304
"we have to like live in joshua tree in the future.",449076737
"its 15 to get into the park for a week, and no fee if we wanted to backcountry camp",449076757
"i love wilderness parks! ",449076764
"wanna find one and break into it?",449082624
"￼￼",449084800
"I sent one of Whitney yesterday ",449084800
"it's an awful photo",449084800
"She doesn't want one that's why",449084924
"take another",449085056
"￼￼￼￼￼￼￼",449085056
"￼",449086208
Yeah,449094912
"are you coming",449096832
"I have library leaders",449097856
"￼",449098112
"u driving ",449098368
"what did u search to get those plane pictures",449098496
"Planes ",449099392
"On Flickr",449099392
"￼",449099392
Nope,449099392
"Want to go to Off the Grid at Presidio tonight?",449099520
"Are u there?",449099648
"I was i have a doc appt and work today though",449099648
"Ok. Did u make dedication?",449099904
"yeah i’m still working on it right now in waiting room and then i will put the newer version on the server in like 10 ",449100038
"hey so all the images are in the dedication folder",449101824
"i put the page in there",449101824
"i also put the font file i used in the folder so we can package wherever we are",449101824
"i think its cute!",449101824
"is it done?",449104088
"if you think it should be! I was gonna write the stuff out but I couldn't get it how I wanted it and because the time crunch I felt like I should just use that font instead",449104450
"its good I’m using it",449105575
"ASAP what is sailing coah name?!",449106432
Coach?,449106432
"What's the golf coach's name? ",449106560
"Deven DeLuca",449106560
"Deven delickdick",449106944
why?,449106944
Yearbook,449107072
"we have 3 ",449107072
"adam, brent, and stephen",449107072
"Last names? ",449107072
